,File ID,English_name,Quality,Time,Date,X,Y,year,type,month,time2,TOD,hour
903,141683,Green-tipped Scarlet Pipit,B,7:30,8/6/2011,53,67.0,2011,song,8,8:00,Morning,8
904,115916,Green-tipped Scarlet Pipit,B,7:30,10/1/2011,55,67.0,2011,song,10,8:00,Morning,8
905,110826,Green-tipped Scarlet Pipit,B,6:40,10/10/2012,59,63.0,2012,call,10,7:00,Morning,7
906,81030,Green-tipped Scarlet Pipit,B,6:05,11/20/2002,59,64.0,2002,other,11,6:00,Morning,6
907,72980,Green-tipped Scarlet Pipit,B,7:25,8/30/2010,32,126.0,2010,song,8,7:00,Morning,7
908,70075,Green-tipped Scarlet Pipit,B,8:45,3/12/2006,40,145.0,2006,song,3,9:00,Morning,9
912,22520,Green-tipped Scarlet Pipit,B,8:52,7/15/2008,35,148.0,2008,song,7,9:00,Morning,9
913,14729,Green-tipped Scarlet Pipit,B,6:12,11/30/2006,27,138.0,2006,other,11,6:00,Morning,6
914,11825,Green-tipped Scarlet Pipit,B,8:11,9/12/2006,27,146.0,2006,song,9,8:00,Morning,8
915,11743,Green-tipped Scarlet Pipit,B,8:00,3/17/2007,27,147.0,2007,song,3,8:00,Morning,8
916,11415,Green-tipped Scarlet Pipit,B,8:45,1/23/2007,32,127.0,2007,other,1,9:00,Morning,9
917,8176,Green-tipped Scarlet Pipit,B,10:00,10/24/2006,41,145.0,2006,song,10,10:00,Morning,10
918,4598,Green-tipped Scarlet Pipit,B,8:30,8/16/2004,12,139.0,2004,song,8,9:00,Morning,9
919,393881,Green-tipped Scarlet Pipit,C,8:00,11/20/2017,32,135.0,2017,call,11,8:00,Morning,8
920,128416,Green-tipped Scarlet Pipit,C,8:30,6/6/2010,145,27.0,2010,song,6,9:00,Morning,9
923,15832,Green-tipped Scarlet Pipit,D,8:34,8/8/2007,26,147.0,2007,call,8,9:00,Morning,9
924,386100,Lesser Birchbeere,no score,13:13,5/19/2017,148,105.0,2017,call,5,13:00,Day,13
925,361296,Lesser Birchbeere,no score,9:00,3/25/2017,92,33.0,2017,call,3,9:00,Morning,9
926,293867,Lesser Birchbeere,no score,23:00,6/8/2015,77,59.0,2015,call,6,23:00,Night,23
927,393734,Lesser Birchbeere,A,7:10,6/24/2017,47,114.0,2017,call,6,7:00,Morning,7
928,389973,Lesser Birchbeere,A,11:30,4/27/2016,152,106.0,2016,call,4,12:00,Day,12
929,388612,Lesser Birchbeere,A,9:00,9/23/2015,80,56.0,2015,call,9,9:00,Morning,9
930,385127,Lesser Birchbeere,A,17:30,9/2/2017,78,54.0,2017,call,9,18:00,Evening,18
931,371803,Lesser Birchbeere,A,10:30,5/15/2017,147,91.0,2017,call,5,11:00,Day,11
932,357666,Lesser Birchbeere,A,9:37,2/13/2017,145,105.0,2017,call,2,10:00,Morning,10
933,357658,Lesser Birchbeere,A,8:59,2/13/2017,82,68.0,2017,call,2,9:00,Morning,9
934,352547,Lesser Birchbeere,A,9:38,4/13/2015,158,82.0,2015,call,4,10:00,Morning,10
935,343848,Lesser Birchbeere,A,6:00,7/30/2016,78,45.0,2016,call,7,6:00,Morning,6
936,336335,Lesser Birchbeere,A,21:00,9/6/2016,143,93.0,2016,call,9,21:00,Evening,21
937,323533,Lesser Birchbeere,A,8:00,6/21/2016,86,63.0,2016,call,6,8:00,Morning,8
938,322772,Lesser Birchbeere,A,8:00,6/19/2016,141,113.0,2016,call,6,8:00,Morning,8
939,321767,Lesser Birchbeere,A,9:56,5/17/2015,63,53.0,2015,call,5,10:00,Morning,10
940,321383,Lesser Birchbeere,A,6:15,6/10/2016,57,58.0,2016,other,6,6:00,Morning,6
941,320102,Lesser Birchbeere,A,7:43,6/3/2016,75,69.0,2016,call,6,8:00,Morning,8
942,318822,Lesser Birchbeere,A,17:27,5/12/2016,91,52.0,2016,call,5,17:00,Day,17
943,316533,Lesser Birchbeere,A,17:00,5/14/2016,92,44.0,2016,call,5,17:00,Day,17
944,302410,Lesser Birchbeere,A,10:00,6/4/2014,72,53.0,2014,call,6,10:00,Morning,10
945,302409,Lesser Birchbeere,A,10:00,6/4/2014,70,108.0,2014,call,6,10:00,Morning,10
946,293298,Lesser Birchbeere,A,11:30,12/1/2015,86,61.0,2015,call,12,12:00,Day,12
947,253361,Lesser Birchbeere,A,10:00,6/21/2015,82,57.0,2015,call,6,10:00,Morning,10
948,251993,Lesser Birchbeere,A,11:00,11/10/2013,67,60.0,2013,call,11,11:00,Day,11
949,220905,Lesser Birchbeere,A,8:10,2/18/2007,77,50.0,2007,call,2,8:00,Morning,8
950,212929,Lesser Birchbeere,A,7:50,2/8/2015,90,37.0,2015,call,2,8:00,Morning,8
951,197938,Lesser Birchbeere,A,18:10,9/28/2014,92,47.0,2014,call,9,18:00,Evening,18
952,183593,Lesser Birchbeere,A,6:00,6/24/2014,153,109.0,2014,call,6,6:00,Morning,6
953,173884,Lesser Birchbeere,A,17:35,4/10/2014,66,158.0,2014,call,4,18:00,Evening,18
954,172489,Lesser Birchbeere,A,16:20,5/13/2013,121,72.0,2013,call,5,16:00,Day,16
955,169205,Lesser Birchbeere,A,8:36,3/1/2014,75,50.0,2014,call,3,9:00,Morning,9
956,169204,Lesser Birchbeere,A,8:36,3/1/2014,78,58.0,2014,call,3,9:00,Morning,9
957,169203,Lesser Birchbeere,A,8:51,2/25/2014,152,106.0,2014,call,2,9:00,Morning,9
958,169202,Lesser Birchbeere,A,8:35,2/25/2014,125,75.0,2014,call,2,9:00,Morning,9
959,169196,Lesser Birchbeere,A,8:31,3/1/2014,73,62.0,2014,call,3,9:00,Morning,9
960,164564,Lesser Birchbeere,A,8:41,1/11/2014,76,53.0,2014,call,1,9:00,Morning,9
961,161306,Lesser Birchbeere,A,9:19,11/7/2013,163,114.0,2013,call,11,9:00,Morning,9
962,160794,Lesser Birchbeere,A,12:06,6/17/2013,145,96.0,2013,call,6,12:00,Day,12
963,160500,Lesser Birchbeere,A,7:26,5/19/2013,81,53.0,2013,call,5,7:00,Morning,7
964,160493,Lesser Birchbeere,A,6:55,5/19/2013,112,61.0,2013,call,5,7:00,Morning,7
965,160339,Lesser Birchbeere,A,8:13,5/5/2013,92,44.0,2013,call,5,8:00,Morning,8
966,160035,Lesser Birchbeere,A,20:07,3/22/2013,150,86.0,2013,call,3,20:00,Evening,20
967,149942,Lesser Birchbeere,A,15:56,10/5/2013,76,46.0,2013,call,10,16:00,Day,16
968,110105,Lesser Birchbeere,A,13:00,6/8/2012,31,111.0,2012,call,6,13:00,Day,13
969,109316,Lesser Birchbeere,A,12:30,9/4/2012,72,69.0,2012,call,9,13:00,Day,13
970,76499,Lesser Birchbeere,A,18:40,4/23/2011,65,76.0,2011,call,4,19:00,Evening,19
971,59951,Lesser Birchbeere,A,7:45am,7/28/2010,140,96.0,2010,call,7,8:00,Morning,8
974,42584,Lesser Birchbeere,A,5:30,6/20/2009,88,57.0,2009,call,6,6:00,Morning,6
975,34862,Lesser Birchbeere,A,15:10,5/24/2009,75,48.0,2009,call,5,15:00,Day,15
976,34783,Lesser Birchbeere,A,11:00,5/28/2008,87,60.0,2008,call,5,11:00,Day,11
977,34782,Lesser Birchbeere,A,11:00,5/28/2008,142,88.0,2008,call,5,11:00,Day,11
978,29509,Lesser Birchbeere,A,9:00,5/30/2008,87,38.0,2008,call,5,9:00,Morning,9
979,406225,Lesser Birchbeere,B,9:29,3/16/2018,79,53.0,2018,call,3,9:00,Morning,9
980,398815,Lesser Birchbeere,B,8:30,1/7/2018,77,49.0,2018,call,1,9:00,Morning,9
981,388615,Lesser Birchbeere,B,9:30,9/23/2015,149,105.0,2015,call,9,10:00,Morning,10
982,388613,Lesser Birchbeere,B,9:00,9/23/2015,80,50.0,2015,call,9,9:00,Morning,9
983,377861,Lesser Birchbeere,B,6:53,6/11/2000,75,54.0,2000,call,6,7:00,Morning,7
984,377860,Lesser Birchbeere,B,6:46,6/11/2000,67,94.0,2000,call,6,7:00,Morning,7
985,357662,Lesser Birchbeere,B,9:26,2/13/2017,85,36.0,2017,call,2,9:00,Morning,9
986,329010,Lesser Birchbeere,B,17:42,6/4/2016,138,69.0,2016,call,6,18:00,Evening,18
987,323534,Lesser Birchbeere,B,8:00,6/21/2016,78,58.0,2016,call,6,8:00,Morning,8
988,318018,Lesser Birchbeere,B,9:23,5/2/2016,143,65.0,2016,call,5,9:00,Morning,9
989,312747,Lesser Birchbeere,B,8:00,4/16/2016,143,67.0,2016,call,4,8:00,Morning,8
990,312712,Lesser Birchbeere,B,6:00,4/17/2016,79,53.0,2016,call,4,6:00,Morning,6
991,234990,Lesser Birchbeere,B,18:00,4/9/2015,142,112.0,2015,call,4,18:00,Evening,18
992,220910,Lesser Birchbeere,B,7:00,3/20/1998,80,52.0,1998,call,3,7:00,Morning,7
993,220909,Lesser Birchbeere,B,17:00,4/18/2003,121,85.0,2003,call,4,17:00,Day,17
994,220908,Lesser Birchbeere,B,12:30,4/18/2003,88,50.0,2003,call,4,13:00,Day,13
995,220907,Lesser Birchbeere,B,9:00,4/19/2003,85,52.0,2003,call,4,9:00,Morning,9
996,210719,Lesser Birchbeere,B,9:30,2/12/1990,79,64.0,1990,call,2,10:00,Morning,10
997,204242,Lesser Birchbeere,B,10:30,11/28/2014,83,58.0,2014,call,11,11:00,Day,11
998,190805,Lesser Birchbeere,B,11:13,8/13/2014,79,46.0,2014,call,8,11:00,Day,11
999,181058,Lesser Birchbeere,B,9:00,4/12/2014,126,71.0,2014,call,4,9:00,Morning,9
1000,177796,Lesser Birchbeere,B,16:32,5/9/2014,69,92.0,2014,call,5,17:00,Day,17
1001,173992,Lesser Birchbeere,B,17:00,4/6/2014,86,51.0,2014,call,4,17:00,Day,17
1002,173551,Lesser Birchbeere,B,13:00,5/14/2012,72,55.0,2012,song,5,13:00,Day,13
1003,173541,Lesser Birchbeere,B,12:00,4/30/2012,140,67.0,2012,call,4,12:00,Day,12
1004,172443,Lesser Birchbeere,B,10:02,4/5/2013,55,103.0,2013,call,4,10:00,Morning,10
1005,170706,Lesser Birchbeere,B,17:00,3/22/2014,83,60.0,2014,call,3,17:00,Day,17
1006,169201,Lesser Birchbeere,B,8:28,2/25/2014,84,43.0,2014,call,2,8:00,Morning,8
1007,169200,Lesser Birchbeere,B,8:31,2/25/2014,85,57.0,2014,call,2,9:00,Morning,9
1008,169198,Lesser Birchbeere,B,8:31,3/1/2014,76,89.0,2014,call,3,9:00,Morning,9
1009,165080,Lesser Birchbeere,B,8:00,1/18/2014,155,108.0,2014,call,1,8:00,Morning,8
1010,164630,Lesser Birchbeere,B,9:00,1/12/2014,70,60.0,2014,call,1,9:00,Morning,9
1011,160790,Lesser Birchbeere,B,18:20,6/16/2013,77,35.0,2013,call,6,18:00,Evening,18
1012,160323,Lesser Birchbeere,B,6:12,5/5/2013,81,53.0,2013,call,5,6:00,Morning,6
1013,160294,Lesser Birchbeere,B,6:58,5/4/2013,84,46.0,2013,call,5,7:00,Morning,7
1014,160292,Lesser Birchbeere,B,6:49,5/4/2013,142,58.0,2013,call,5,7:00,Morning,7
1015,159950,Lesser Birchbeere,B,18:17,2/17/2013,41,107.0,2013,call,2,18:00,Evening,18
1016,159404,Lesser Birchbeere,B,6:52,9/1/2012,79,68.0,2012,call,9,7:00,Morning,7
1017,153027,Lesser Birchbeere,B,6:00,6/26/2013,82,51.0,2013,call,6,6:00,Morning,6
1018,148697,Lesser Birchbeere,B,9:00,11/25/2012,69,53.0,2012,call,11,9:00,Morning,9
1019,147349,Lesser Birchbeere,B,8:39,8/25/2013,78,44.0,2013,call,8,9:00,Morning,9
1020,143721,Lesser Birchbeere,B,12:00,7/7/2013,51,38.0,2013,call,7,12:00,Day,12
1021,139866,Lesser Birchbeere,B,10:30,5/27/2013,81,43.0,2013,call,5,11:00,Day,11
1022,139847,Lesser Birchbeere,B,0:37,6/23/2013,76,47.0,2013,call,6,1:00,Night,1
1023,138711,Lesser Birchbeere,B,19:45,6/17/2013,146,100.0,2013,call,6,20:00,Evening,20
1024,129073,Lesser Birchbeere,B,7:27,4/7/2013,81,47.0,2013,call,4,7:00,Morning,7
1025,128235,Lesser Birchbeere,B,15:00,4/1/2013,87,53.0,2013,call,4,15:00,Day,15
1026,128228,Lesser Birchbeere,B,15:00,4/1/2013,85,57.0,2013,call,4,15:00,Day,15
1028,103966,Lesser Birchbeere,B,10:30am,6/17/2012,83,53.0,2012,call,6,11:00,Day,11
1029,103965,Lesser Birchbeere,B,10:30am,6/17/2012,65,57.0,2012,call,6,11:00,Day,11
1030,103452,Lesser Birchbeere,B,7:20,5/6/2012,80,54.0,2012,call,5,7:00,Morning,7
1031,102212,Lesser Birchbeere,B,8:40,5/27/2012,75,101.0,2012,call,5,9:00,Morning,9
1032,97354,Lesser Birchbeere,B,9:30,3/25/2012,61,41.0,2012,call,3,10:00,Morning,10
1033,95725,Lesser Birchbeere,B,15:35,6/24/2011,146,98.0,2011,call,6,16:00,Day,16
1034,95724,Lesser Birchbeere,B,16:55,8/5/2009,84,50.0,2009,call,8,17:00,Day,17
1035,95723,Lesser Birchbeere,B,16:50,8/5/2009,45,110.0,2009,call,8,17:00,Day,17
1036,95722,Lesser Birchbeere,B,16:45,8/5/2009,67,57.0,2009,call,8,17:00,Day,17
1037,95720,Lesser Birchbeere,B,16:45,8/5/2009,65,104.0,2009,call,8,17:00,Day,17
1038,95719,Lesser Birchbeere,B,10:25,8/4/2008,70,47.0,2008,call,8,10:00,Morning,10
1039,95718,Lesser Birchbeere,B,11:30,10/4/2005,147,106.0,2005,call,10,12:00,Day,12
1040,95717,Lesser Birchbeere,B,11:30,8/4/2004,91,45.0,2004,call,8,12:00,Day,12
1041,81078,Lesser Birchbeere,B,7:00am,6/8/2011,124,77.0,2011,song,6,7:00,Morning,7
1042,62728,Lesser Birchbeere,B,9:29,9/26/2010,73,54.0,2010,call,9,9:00,Morning,9
1043,59950,Lesser Birchbeere,B,7:45am,7/28/2010,85,51.0,2010,call,7,8:00,Morning,8
1044,59949,Lesser Birchbeere,B,7:45am,7/28/2010,81,53.0,2010,call,7,8:00,Morning,8
1045,59948,Lesser Birchbeere,B,7:45am,7/28/2010,81,49.0,2010,call,7,8:00,Morning,8
1046,56424,Lesser Birchbeere,B,09:00am,4/7/2008,54,150.0,2008,call,4,09:00,Morning,9
1048,21391,Lesser Birchbeere,B,18:00,3/16/2007,81,52.0,2007,call,3,18:00,Evening,18
1050,399993,Lesser Birchbeere,C,8:30,1/21/2018,81,39.0,2018,other,1,9:00,Morning,9
1051,398883,Lesser Birchbeere,C,12:03,12/30/2017,85,51.0,2017,song,12,12:00,Day,12
1052,308144,Lesser Birchbeere,C,21:00,3/16/2016,50,100.0,2016,call,3,21:00,Evening,21
1053,281906,Lesser Birchbeere,C,16:30,9/18/2015,60,77.0,2015,call,9,17:00,Day,17
1054,255699,Lesser Birchbeere,C,18:00,7/7/2015,121,79.0,2015,call,7,18:00,Evening,18
1055,235014,Lesser Birchbeere,C,19:00,4/7/2015,76,57.0,2015,call,4,19:00,Evening,19
1056,234162,Lesser Birchbeere,C,14:00,4/3/2015,82,53.0,2015,call,4,14:00,Day,14
1057,233794,Lesser Birchbeere,C,12:22,3/31/2015,152,95.0,2015,call,3,12:00,Day,12
1059,173549,Lesser Birchbeere,C,12:30,5/2/2012,87,46.0,2012,call,5,13:00,Day,13
1060,152344,Lesser Birchbeere,C,23:00,6/4/2013,137,94.0,2013,call,6,23:00,Night,23
1061,143640,Lesser Birchbeere,C,22:00,5/20/2013,83,49.0,2013,call,5,22:00,Evening,22
1062,138333,Lesser Birchbeere,C,13:50,5/12/2013,84,55.0,2013,call,5,14:00,Day,14
1064,56422,Lesser Birchbeere,C,11:00am,5/3/2008,161,93.0,2008,call,5,11:00,Day,11
1065,56420,Lesser Birchbeere,C,11:00am,5/3/2008,78,50.0,2008,song,5,11:00,Day,11
1067,11721,Lesser Birchbeere,C,6:00,7/20/2006,64,60.0,2006,call,7,6:00,Morning,6
1069,281905,Lesser Birchbeere,D,16:30,9/18/2015,52,141.0,2015,call,9,17:00,Day,17
1070,129365,Lesser Birchbeere,D,9:30,10/14/2000,151,109.0,2000,call,10,10:00,Morning,10
1071,154791,Lesser Birchbeere,E,6:00,6/5/2013,152,109.0,2013,call,6,6:00,Morning,6
1072,376462,Orange Pine Plover,no score,7:00,6/21/2017,45,55.0,2017,call,6,7:00,Morning,7
1073,375653,Orange Pine Plover,no score,6:30,6/10/2017,130,70.0,2017,song,6,7:00,Morning,7
1074,360979,Orange Pine Plover,no score,9:59,1/18/2017,56,39.0,2017,call,1,10:00,Morning,10
1075,360978,Orange Pine Plover,no score,10:00,1/18/2017,124,67.0,2017,call,1,10:00,Morning,10
1076,395423,Orange Pine Plover,A,14:00,1/21/2017,62,41.0,2017,call,1,14:00,Day,14
1077,388598,Orange Pine Plover,A,9:00,9/8/2015,45,55.0,2015,call,9,9:00,Morning,9
1078,385825,Orange Pine Plover,A,15:00,2/14/2016,130,70.0,2016,call,2,15:00,Day,15
1079,385824,Orange Pine Plover,A,15:00,2/14/2016,56,39.0,2016,call,2,15:00,Day,15
1081,383483,Orange Pine Plover,A,19:30,5/5/2017,62,42.0,2017,song,5,20:00,Evening,20
1082,375008,Orange Pine Plover,A,6:30,6/6/2017,62,45.0,2017,other,6,7:00,Morning,7
1083,370944,Orange Pine Plover,A,7:48,5/13/2017,97,41.0,2017,song,5,8:00,Morning,8
1084,370491,Orange Pine Plover,A,6:03,5/12/2017,98,61.0,2017,song,5,6:00,Morning,6
1085,363065,Orange Pine Plover,A,9:30,4/5/2017,121,71.0,2017,call,4,10:00,Morning,10
1086,362328,Orange Pine Plover,A,8:00,3/31/2017,122,76.0,2017,call,3,8:00,Morning,8
1087,350299,Orange Pine Plover,A,13:00,1/13/2017,127,77.0,2017,other,1,13:00,Day,13
1088,348110,Orange Pine Plover,A,10:00,12/27/2016,54,52.0,2016,song,12,10:00,Morning,10
1089,333285,Orange Pine Plover,A,7:00,9/4/2016,34,103.0,2016,call,9,7:00,Morning,7
1090,322769,Orange Pine Plover,A,8:00,6/19/2016,95,55.0,2016,call,6,8:00,Morning,8
1091,318897,Orange Pine Plover,A,8:30,5/25/2016,62,41.0,2016,song,5,9:00,Morning,9
1092,316285,Orange Pine Plover,A,8:49,5/1/2016,50,29.0,2016,song,5,9:00,Morning,9
1093,316284,Orange Pine Plover,A,8:48,5/1/2016,56,38.0,2016,song,5,9:00,Morning,9
1094,313159,Orange Pine Plover,A,9:00,3/20/2016,59,47.0,2016,song,3,9:00,Morning,9
1095,312725,Orange Pine Plover,A,8:14,4/16/2016,55,152.0,2016,call,4,8:00,Morning,8
1096,311712,Orange Pine Plover,A,13:00,3/19/2016,61,41.0,2016,call,3,13:00,Day,13
1097,310835,Orange Pine Plover,A,10:30,5/22/2015,120,83.0,2015,song,5,11:00,Day,11
1098,309396,Orange Pine Plover,A,10:00,3/15/2016,64,77.0,2016,call,3,10:00,Morning,10
1099,308401,Orange Pine Plover,A,9:00,3/23/2016,104,80.0,2016,call,3,9:00,Morning,9
1100,306851,Orange Pine Plover,A,8:00,3/13/2016,115,74.0,2016,call,3,8:00,Morning,8
1101,305136,Orange Pine Plover,A,12:00,2/28/2016,66,44.0,2016,song,2,12:00,Day,12
1102,305015,Orange Pine Plover,A,0:00,4/12/2015,68,46.0,2015,call,4,0:00,Night,0
1103,299474,Orange Pine Plover,A,16:06,6/8/2015,124,76.0,2015,call,6,16:00,Day,16
1104,236017,Orange Pine Plover,A,13:02,4/15/2015,132,76.0,2015,call,4,13:00,Day,13
1105,196755,Orange Pine Plover,A,7:15,9/18/2014,45,107.0,2014,call,9,7:00,Morning,7
1106,174892,Orange Pine Plover,A,13:00,4/16/2014,62,37.0,2014,call,4,13:00,Day,13
1107,174397,Orange Pine Plover,A,7:53,3/15/2014,61,31.0,2014,other,3,8:00,Morning,8
1108,172590,Orange Pine Plover,A,13:30,3/10/2014,62,56.0,2014,song,3,14:00,Day,14
1109,168057,Orange Pine Plover,A,8:00,12/28/2008,124,75.0,2008,call,12,8:00,Morning,8
1110,167849,Orange Pine Plover,A,10:24,2/17/2014,124,56.0,2014,call,2,10:00,Morning,10
1111,164758,Orange Pine Plover,A,8:13,1/14/2014,66,37.0,2014,call,1,8:00,Morning,8
1112,145941,Orange Pine Plover,A,8:10,8/1/2013,56,41.0,2013,call,8,8:00,Morning,8
1113,145938,Orange Pine Plover,A,8:29,8/9/2013,59,50.0,2013,call,8,8:00,Morning,8
1114,101646,Orange Pine Plover,A,11:45,5/12/2012,54,39.0,2012,other,5,12:00,Day,12
1115,97374,Orange Pine Plover,A,11:10,3/25/2012,119,72.0,2012,other,3,11:00,Day,11
1116,60068,Orange Pine Plover,A,3:30pm,8/8/2010,124,77.0,2010,call,8,16:00,Day,16
1117,59158,Orange Pine Plover,A,10:00,5/8/2010,82,33.0,2010,song,5,10:00,Morning,10
1118,52353,Orange Pine Plover,A,10:00,5/23/2010,122,69.0,2010,song,5,10:00,Morning,10
1119,52352,Orange Pine Plover,A,10:00,5/23/2010,127,75.0,2010,song,5,10:00,Morning,10
1120,33596,Orange Pine Plover,A,10:40,4/26/2009,68,38.0,2009,song,4,11:00,Day,11
1121,33585,Orange Pine Plover,A,8:50,4/27/2009,124,80.0,2009,song,4,9:00,Morning,9
1123,29511,Orange Pine Plover,A,12:45,6/21/2008,126,66.0,2008,call,6,13:00,Day,13
1124,29510,Orange Pine Plover,A,12:45,6/21/2008,119,75.0,2008,other,6,13:00,Day,13
1125,18385,Orange Pine Plover,A,10:37,3/9/2008,124,74.0,2008,song,3,11:00,Day,11
1126,18383,Orange Pine Plover,A,8:51,3/9/2008,70,39.0,2008,song,3,9:00,Morning,9
1128,15186,Orange Pine Plover,A,18:30,5/7/2007,55,38.0,2007,call,5,19:00,Evening,19
1129,15184,Orange Pine Plover,A,8:02,3/27/2007,121,77.0,2007,song,3,8:00,Morning,8
1130,397019,Orange Pine Plover,B,8:30,12/23/2017,114,56.0,2017,call,12,9:00,Morning,9
1131,391655,Orange Pine Plover,B,9:30,10/19/2017,62,42.0,2017,call,10,10:00,Morning,10
1132,391445,Orange Pine Plover,B,13:00,10/19/2017,121,76.0,2017,call,10,13:00,Day,13
1133,390595,Orange Pine Plover,B,18:09,5/27/2017,141,113.0,2017,song,5,18:00,Evening,18
1137,388720,Orange Pine Plover,B,9:30,4/4/2017,123,77.0,2017,call,4,10:00,Morning,10
1138,387176,Orange Pine Plover,B,10:34,8/30/2017,64,43.0,2017,call,8,11:00,Day,11
1139,387175,Orange Pine Plover,B,10:06,8/30/2017,66,55.0,2017,song,8,10:00,Morning,10
1140,382862,Orange Pine Plover,B,10:00,7/25/2017,58,40.0,2017,song,7,10:00,Morning,10
1141,380308,Orange Pine Plover,B,10:00,7/18/2017,108,70.0,2017,song,7,10:00,Morning,10
1142,373495,Orange Pine Plover,B,18:30,4/17/2017,65,36.0,2017,call,4,19:00,Evening,19
1143,373258,Orange Pine Plover,B,18:30,4/4/2017,60,33.0,2017,song,4,19:00,Evening,19
1144,372260,Orange Pine Plover,B,11:00,5/27/2017,142,113.0,2017,other,5,11:00,Day,11
1145,371490,Orange Pine Plover,B,11:22,5/15/2017,54,106.0,2017,call,5,11:00,Day,11
1146,370056,Orange Pine Plover,B,8:30,3/8/2017,114,80.0,2017,song,3,9:00,Morning,9
1147,370005,Orange Pine Plover,B,8:00,3/8/2017,63,14.0,2017,call,3,8:00,Morning,8
1148,368804,Orange Pine Plover,B,10:30,5/10/2017,54,147.0,2017,song,5,11:00,Day,11
1149,363522,Orange Pine Plover,B,17:30,4/8/2017,109,47.0,2017,song,4,18:00,Evening,18
1150,363521,Orange Pine Plover,B,17:00,4/8/2017,34,45.0,2017,song,4,17:00,Day,17
1151,360933,Orange Pine Plover,B,9:00,2/19/2017,114,80.0,2017,song,2,9:00,Morning,9
1152,356775,Orange Pine Plover,B,9:00,2/25/2017,112,65.0,2017,song,2,9:00,Morning,9
1153,356765,Orange Pine Plover,B,8:00,2/25/2017,60,41.0,2017,song,2,8:00,Morning,8
1154,351543,Orange Pine Plover,B,9:00,1/20/2017,113,72.0,2017,song,1,9:00,Morning,9
1155,351452,Orange Pine Plover,B,13:00,1/19/2017,121,75.0,2017,call,1,13:00,Day,13
1156,343932,Orange Pine Plover,B,6:48,4/25/2016,124,78.0,2016,song,4,7:00,Morning,7
1157,343931,Orange Pine Plover,B,6:47,4/25/2016,121,71.0,2016,song,4,7:00,Morning,7
1158,327793,Orange Pine Plover,B,10:00,7/11/2016,57,29.0,2016,call,7,10:00,Morning,10
1159,325166,Orange Pine Plover,B,9:00,4/8/2013,63,49.0,2013,song,4,9:00,Morning,9
1160,324975,Orange Pine Plover,B,9:30,6/29/2016,67,53.0,2016,call,6,10:00,Morning,10
1161,316238,Orange Pine Plover,B,8:30,4/11/2015,53,42.0,2015,call,4,9:00,Morning,9
1162,313625,Orange Pine Plover,B,7:30,4/24/2016,128,77.0,2016,call,4,8:00,Morning,8
1163,313505,Orange Pine Plover,B,8:30,4/23/2016,61,41.0,2016,song,4,9:00,Morning,9
1164,312729,Orange Pine Plover,B,7:51,4/16/2016,117,74.0,2016,other,4,8:00,Morning,8
1165,312728,Orange Pine Plover,B,8:24,4/16/2016,63,30.0,2016,call,4,8:00,Morning,8
1166,312726,Orange Pine Plover,B,8:29,4/16/2016,59,64.0,2016,call,4,8:00,Morning,8
1167,311713,Orange Pine Plover,B,13:00,3/19/2016,59,44.0,2016,call,3,13:00,Day,13
1168,310945,Orange Pine Plover,B,17:00,4/8/2016,110,69.0,2016,other,4,17:00,Day,17
1169,310901,Orange Pine Plover,B,10:00,4/5/2016,47,44.0,2016,call,4,10:00,Morning,10
1170,310900,Orange Pine Plover,B,10:00,4/5/2016,54,44.0,2016,call,4,10:00,Morning,10
1171,299480,Orange Pine Plover,B,15:14,6/8/2015,47,149.0,2015,call,6,15:00,Day,15
1172,297110,Orange Pine Plover,B,13:00,12/12/2015,61,41.0,2015,call,12,13:00,Day,13
1173,297109,Orange Pine Plover,B,13:00,12/12/2015,61,45.0,2015,call,12,13:00,Day,13
1174,287347,Orange Pine Plover,B,8:00,10/12/2015,125,77.0,2015,call,10,8:00,Morning,8
1175,287345,Orange Pine Plover,B,8:00,10/12/2015,77,44.0,2015,call,10,8:00,Morning,8
1176,287307,Orange Pine Plover,B,8:15,10/11/2015,56,50.0,2015,call,10,8:00,Morning,8
1177,287295,Orange Pine Plover,B,13:45,10/10/2015,112,90.0,2015,call,10,14:00,Day,14
1178,282287,Orange Pine Plover,B,19:00,5/2/2015,123,72.0,2015,song,5,19:00,Evening,19
1179,282286,Orange Pine Plover,B,19:00,5/2/2015,123,76.0,2015,song,5,19:00,Evening,19
1180,282285,Orange Pine Plover,B,10:00,3/13/2015,48,31.0,2015,call,3,10:00,Morning,10
1181,282284,Orange Pine Plover,B,10:00,3/13/2015,55,42.0,2015,call,3,10:00,Morning,10
1182,282283,Orange Pine Plover,B,10:00,3/13/2015,123,75.0,2015,call,3,10:00,Morning,10
1183,269616,Orange Pine Plover,B,10:14,7/5/2015,61,35.0,2015,call,7,10:00,Morning,10
1184,244588,Orange Pine Plover,B,13:30,4/19/2013,124,69.0,2013,call,4,14:00,Day,14
1185,244587,Orange Pine Plover,B,13:30,4/19/2013,112,73.0,2013,call,4,14:00,Day,14
1186,244585,Orange Pine Plover,B,6:00,4/16/2013,53,48.0,2013,call,4,6:00,Morning,6
1187,240174,Orange Pine Plover,B,10:30,4/4/2015,61,31.0,2015,call,4,11:00,Day,11
1188,233656,Orange Pine Plover,B,9:00,3/29/2015,78,21.0,2015,song,3,9:00,Morning,9
